"uniqway","year","islet","waypoint","trial_time","poll_species","plant_species","interaction","intyesno","perimeter","area","log_area","alpha"
"LES-SCTA-3-2019",2019,"Leslie","LES-SCTA-3",10:56:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,452,7978,8.98444303246535,"I"
"SOU-SCTA-A-2019",2019,"South Fighter","SOU-SCTA-A",13:50:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,2267,95660,11.4685555172343,"P"
"WHI-LAP-1-2019",2019,"Whippoorwill","WHI-LAP-1",10:00:00,"Chrysosoma sp","Laportea ruderalis","Chrysosoma sp-Laportea ruderalis",1,1019,16787,9.72836005632241,"L"
"SOU-CONU-1-2019",2019,"South Fighter","SOU-CONU-1",15:05:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,2267,95660,11.4685555172343,"P"
"DUD-HEFO-C-2019",2019,"Dudley","DUD-HEFO-C",14:43:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,445,10249,9.23493541883156,"K"
"KAU-COUV-1-2019",2019,"Kaula","KAU-COUV-1",10:50:00,"Chrysosoma sp","Coccoloba uvifera","Chrysosoma sp-Coccolobo uvifera",1,7662,331810,12.7123177949221,"S"
"SOU-CONU-1-2019",2019,"South Fighter","SOU-CONU-1",15:10:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,2267,95660,11.4685555172343,"P"
"SAC-HEFO-A-2019",2019,"Sacia","SAC-HEFO-A",09:55:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,204,2442,7.80057265467065,"B"
"DUD-HEFO-B-2019",2019,"Dudley","DUD-HEFO-B",14:12:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,445,10249,9.23493541883156,"K"
"KAU-SCTA-2-2019",2019,"Kaula","KAU-SCTA-2",12:40:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,7662,331810,12.7123177949221,"S"
"LES-SCTA-2-2019",2019,"Leslie","LES-SCTA-2",09:50:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,452,7978,8.98444303246535,"I"
"COO-CONU-3-2019",2019,"Cooper","COO-CONU-3",10:40:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,11918,1116182,13.9254244910642,"T"
"FRI-SCTA-1-2019",2019,"Frigate","FRI-SCTA-1",14:25:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,462,7199,8.8816974064693,"H"
"AVI-SCTA-3-2019",2019,"Cooper","AVI-SCTA-3",11:50:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,11918,1116182,13.9254244910642,"T"
"PAP-CONU-2-2019",2019,"Holei","PAP-CONU-2",13:23:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,4261,195746,12.1845731794169,"R"
"PAP-CONU-2-2019",2019,"Holei","PAP-CONU-2",13:23:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,4261,195746,12.1845731794169,"R"
"WHI-SCTA-1-2019",2019,"Whippoorwill","WHI-SCTA-1",12:05:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,1019,16787,9.72836005632241,"L"
"EAS-HEFO-A-2019",2019,"Eastern","EAS-HEFO-A",11:05:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,4756,132576,11.7949113448771,"Q"
"FRI-SCTA-1-2019",2019,"Frigate","FRI-SCTA-1",10:30:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,462,7199,8.8816974064693,"H"
"KAU-XTRA-1-2019",2019,"Kaula","KAU-XTRA-1",13:32:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,7662,331810,12.7123177949221,"S"
"KAU-SCTA-3-2019",2019,"Kaula","KAU-SCTA-3",13:15:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,7662,331810,12.7123177949221,"S"
"WHI-HEFO-1-2019",2019,"Whippoorwill","WHI-HEFO-1",10:43:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,1019,16787,9.72836005632241,"L"
"SAN-HEFO-A-2019",2019,"Sand","SAN-HEFO-A",09:04:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,1771,80056,11.2904816687703,"N"
"EAS-SCTA-A-2019",2019,"Eastern","EAS-SCTA-A",11:35:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,4756,132576,11.7949113448771,"Q"
"LES-HEFO-A-2019",2019,"Leslie","LES-HEFO-A",10:05:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"PAP-CONU-2-2019",2019,"Holei","PAP-CONU-2",13:23:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,4261,195746,12.1845731794169,"R"
"WHI-HEFO-3-2019",2019,"Whippoorwill","WHI-HEFO-3",14:15:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,1019,16787,9.72836005632241,"L"
"LES-SCTA-A-2019",2019,"Leslie","LES-SCTA-A",09:35:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,452,7978,8.98444303246535,"I"
"EAS-HEFO-A-2019",2019,"Eastern","EAS-HEFO-A",11:05:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,4756,132576,11.7949113448771,"Q"
"SOU-CONU-1-2019",2019,"South Fighter","SOU-CONU-1",15:10:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,2267,95660,11.4685555172343,"P"
"FER-CONU-1-2019",2019,"Fern","FER-CONU-1",10:55:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,266,4862,8.48920515487607,"G"
"KAU-CAL-1-2019",2019,"Kaula","KAU-CAL-1",09:57:00,"Chrysosoma sp","Calophyllum inophyllum","Chrysosoma sp-Calophyllum inophyllum",1,7662,331810,12.7123177949221,"S"
"PAP-CONU-2-2019",2019,"Holei","PAP-CONU-2",13:23:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,4261,195746,12.1845731794169,"R"
"PAP-CONU-2-2019",2019,"Holei","PAP-CONU-2",13:28:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,4261,195746,12.1845731794169,"R"
"PAP-CONU-2-2019",2019,"Holei","PAP-CONU-2",13:23:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,4261,195746,12.1845731794169,"R"
"AVI-SCTA-2-2019",2019,"Cooper","AVI-SCTA-2",15:12:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,11918,1116182,13.9254244910642,"T"
"AVI-SCTA-2-2019",2019,"Cooper","AVI-SCTA-2",15:03:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,11918,1116182,13.9254244910642,"T"
"DUD-HEFO-C-2019",2019,"Dudley","DUD-HEFO-C",14:43:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,445,10249,9.23493541883156,"K"
"HON-CONU-1-2019",2019,"Hon","HON-CONU-1",15:30:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,268,2936,7.98480338973441,"C"
"LES-SCTA-1-2019",2019,"Leslie","LES-SCTA-1",13:35:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,452,7978,8.98444303246535,"I"
"PAP-CONU-2-2019",2019,"Holei","PAP-CONU-2",13:23:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,4261,195746,12.1845731794169,"R"
"EAS-HEFO-A-2019",2019,"Eastern","EAS-HEFO-A",11:05:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,4756,132576,11.7949113448771,"Q"
"SOU-CONU-1-2019",2019,"South Fighter","SOU-CONU-1",15:10:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,2267,95660,11.4685555172343,"P"
"FRI-SCTA-1-2019",2019,"Frigate","FRI-SCTA-1",10:30:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,462,7199,8.8816974064693,"H"
"HON-SCTA-2-2019",2019,"Hon","HON-SCTA-2",16:38:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,268,2936,7.98480338973441,"C"
"KAU-CONU-A-2019",2019,"Kaula","KAU-CONU-A",10:00:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,7662,331810,12.7123177949221,"S"
"HON-SCTA-1-2019",2019,"Hon","HON-SCTA-1",16:44:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,268,2936,7.98480338973441,"C"
"HON-SCTA-1-2019",2019,"Hon","HON-SCTA-1",16:49:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,268,2936,7.98480338973441,"C"
"WHI-HEFO-1-2019",2019,"Whippoorwill","WHI-HEFO-1",10:43:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,1019,16787,9.72836005632241,"L"
"DUD-SCTA-2-2019",2019,"Dudley","DUD-SCTA-2",13:30:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,445,10249,9.23493541883156,"K"
"SOU-SCTA-B-2019",2019,"South Fighter","SOU-SCTA-B",14:27:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,2267,95660,11.4685555172343,"P"
"COO-SCTA-AC-2019",2019,"Cooper","COO-SCTA-AC",14:45:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,11918,1116182,13.9254244910642,"T"
"KAU-COUV-1-2019",2019,"Kaula","KAU-COUV-1",10:40:00,"Chrysosoma sp","Coccoloba uvifera","Chrysosoma sp-Coccolobo uvifera",1,7662,331810,12.7123177949221,"S"
"SOU-CONU-3-2019",2019,"South Fighter","SOU-CONU-3",16:10:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,2267,95660,11.4685555172343,"P"
"CAS-CONU-1-2019",2019,"Castor","CAS-CONU-1",12:35:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,242,3386,8.12740456269308,"E"
"WHI-SCTA-2-2019",2019,"Whippoorwill","WHI-SCTA-2",13:30:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,1019,16787,9.72836005632241,"L"
"COO-SCTA-1-2019",2019,"Cooper","COO-SCTA-1",10:10:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,11918,1116182,13.9254244910642,"T"
"PAP-CONU-2-2019",2019,"Holei","PAP-CONU-2",13:28:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,4261,195746,12.1845731794169,"R"
"PAP-CONU-2-2019",2019,"Holei","PAP-CONU-2",13:28:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,4261,195746,12.1845731794169,"R"
"LES-SCTA-3-2019",2019,"Leslie","LES-SCTA-3",10:56:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,452,7978,8.98444303246535,"I"
"LES-SCTA-3-2019",2019,"Leslie","LES-SCTA-3",10:56:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,452,7978,8.98444303246535,"I"
"SAN-HEFO-A-2019",2019,"Sand","SAN-HEFO-A",09:04:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,1771,80056,11.2904816687703,"N"
"LES-HEFO-3-2019",2019,"Leslie","LES-HEFO-3",10:20:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"SAN-SCTA-A-2019",2019,"Sand","SAN-SCTA-A",10:50:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,1771,80056,11.2904816687703,"N"
"SAN-HEFO-A-2019",2019,"Sand","SAN-HEFO-A",09:04:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,1771,80056,11.2904816687703,"N"
"LES-HEFO-A-2019",2019,"Leslie","LES-HEFO-A",09:55:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"EAS-CONU-2-2019",2019,"Eastern","EAS-CONU-2",15:09:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,4756,132576,11.7949113448771,"Q"
"LES-HEFO-A-2019",2019,"Leslie","LES-HEFO-A",09:55:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"DUD-SCTA-2-2019",2019,"Dudley","DUD-SCTA-2",13:35:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,445,10249,9.23493541883156,"K"
"WHI-SCTA-2-2019",2019,"Whippoorwill","WHI-SCTA-2",13:37:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,1019,16787,9.72836005632241,"L"
"FER-HEFO-1-2019",2019,"Fern","FER-HEFO-1",10:30:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,266,4862,8.48920515487607,"G"
"DUD-HEFO-B-2019",2019,"Dudley","DUD-HEFO-B",14:12:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,445,10249,9.23493541883156,"K"
"PAP-CONU-2-2019",2019,"Holei","PAP-CONU-2",13:23:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,4261,195746,12.1845731794169,"R"
"DUD-HEFO-B-2019",2019,"Dudley","DUD-HEFO-B",14:12:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,445,10249,9.23493541883156,"K"
"LES-SCTA-2-2019",2019,"Leslie","LES-SCTA-2",09:35:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,452,7978,8.98444303246535,"I"
"EAS-CONU-1-2019",2019,"Eastern","EAS-CONU-1",14:52:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,4756,132576,11.7949113448771,"Q"
"HON-CONU-1-2019",2019,"Hon","HON-CONU-1",15:25:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,268,2936,7.98480338973441,"C"
"COO-CONU-4-2019",2019,"Cooper","COO-CONU-4",11:26:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,11918,1116182,13.9254244910642,"T"
"COO-CONU-4-2019",2019,"Cooper","COO-CONU-4",11:26:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,11918,1116182,13.9254244910642,"T"
"SAN-SCTA-D-2019",2019,"Sand","SAN-SCTA-D",15:20:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,1771,80056,11.2904816687703,"N"
"SOU-CONU-A-2019",2019,"South Fighter","SOU-CONU-A",14:50:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,2267,95660,11.4685555172343,"P"
"EAS-SCTA-B-2019",2019,"Eastern","EAS-SCTA-B",13:35:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,4756,132576,11.7949113448771,"Q"
"COO-SCTA-1-2019",2019,"Cooper","COO-SCTA-1",10:10:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,11918,1116182,13.9254244910642,"T"
"POR-SCTA-1-2019",2019,"Portsmouth","POR-SCTA-1",11:20:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,277,3306,8.10349427838097,"D"
"LES-SCTA-2-2019",2019,"Leslie","LES-SCTA-2",09:35:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,452,7978,8.98444303246535,"I"
"DUD-SCTA-2-2019",2019,"Dudley","DUD-SCTA-2",13:30:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,445,10249,9.23493541883156,"K"
"LES-SCTA-2-2019",2019,"Leslie","LES-SCTA-2",09:40:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,452,7978,8.98444303246535,"I"
"EAS-CONU-1-2019",2019,"Eastern","EAS-CONU-1",14:52:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,4756,132576,11.7949113448771,"Q"
"LOS-HEFO-4-2019",2019,"Lost","LOS-HEFO-4",13:15:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,330,3451,8.146419323098,"F"
"DUD-SCTA-2-2019",2019,"Dudley","DUD-SCTA-2",13:35:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,445,10249,9.23493541883156,"K"
"AVI-SCTA-3-2019",2019,"Cooper","AVI-SCTA-3",11:50:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,11918,1116182,13.9254244910642,"T"
"COO-SCTA-AC-2019",2019,"Cooper","COO-SCTA-AC",14:45:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,11918,1116182,13.9254244910642,"T"
"LES-SCTA-3-2019",2019,"Leslie","LES-SCTA-3",10:51:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,452,7978,8.98444303246535,"I"
"SAC-CONU-1-2019",2019,"Sacia","SAC-CONU-1",14:36:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,204,2442,7.80057265467065,"B"
"EAS-CONU-1-2019",2019,"Eastern","EAS-CONU-1",15:01:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,4756,132576,11.7949113448771,"Q"
"LES-SCTA-3-2019",2019,"Leslie","LES-SCTA-3",10:51:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,452,7978,8.98444303246535,"I"
"FER-CONU-2-2019",2019,"Fern","FER-CONU-2",11:20:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,266,4862,8.48920515487607,"G"
"WHI-HEFO-A-2019",2019,"Whippoorwill","WHI-HEFO-A",11:15:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,1019,16787,9.72836005632241,"L"
"LES-SCTA-3-2019",2019,"Leslie","LES-SCTA-3",10:56:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,452,7978,8.98444303246535,"I"
"COO-CONU-3-2019",2019,"Cooper","COO-CONU-3",10:40:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,11918,1116182,13.9254244910642,"T"
"DUD-HEFO-B-2019",2019,"Dudley","DUD-HEFO-B",14:12:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,445,10249,9.23493541883156,"K"
"SOU-HEFO-2-2019",2019,"South Fighter","SOU-HEFO-2",14:30:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,2267,95660,11.4685555172343,"P"
"DUD-HEFO-C-2019",2019,"Dudley","DUD-HEFO-C",14:43:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,445,10249,9.23493541883156,"K"
"KAU-HEFO-10-2019",2019,"Kaula","KAU-HEFO-10",13:00:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,7662,331810,12.7123177949221,"S"
"LES-SCTA-1-2019",2019,"Leslie","LES-SCTA-1",13:35:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,452,7978,8.98444303246535,"I"
"DUD-HEFO-C-2019",2019,"Dudley","DUD-HEFO-C",14:43:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,445,10249,9.23493541883156,"K"
"LES-HEFO-A-2019",2019,"Leslie","LES-HEFO-A",09:55:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"LES-HEFO-A-2019",2019,"Leslie","LES-HEFO-A",09:55:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"AVI-SCTA-1-2019",2019,"Cooper","AVI-SCTA-1",14:15:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,11918,1116182,13.9254244910642,"T"
"KAU-CONU-C-2019",2019,"Kaula","KAU-CONU-C",11:05:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,7662,331810,12.7123177949221,"S"
"AVI-SCTA-1-2019",2019,"Cooper","AVI-SCTA-1",14:00:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,11918,1116182,13.9254244910642,"T"
"LES-HEFO-1-2019",2019,"Leslie","LES-HEFO-1",13:05:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"NOR-SCTA-A-2019",2019,"North Fighter","NOR-SCTA-A",10:10:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,1981,70687,11.1660169594471,"M"
"LES-SCTA-2-2019",2019,"Leslie","LES-SCTA-2",09:50:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,452,7978,8.98444303246535,"I"
"LES-SCTA-3-2019",2019,"Leslie","LES-SCTA-3",10:51:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,452,7978,8.98444303246535,"I"
"DUD-SCTA-2-2019",2019,"Dudley","DUD-SCTA-2",13:35:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,445,10249,9.23493541883156,"K"
"SOU-CONU-A-2019",2019,"South Fighter","SOU-CONU-A",15:55:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,2267,95660,11.4685555172343,"P"
"FRI-HEFO-2-2019",2019,"Frigate","FRI-HEFO-2",14:40:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,462,7199,8.8816974064693,"H"
"SOU-CONU-3-2019",2019,"South Fighter","SOU-CONU-3",16:10:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,2267,95660,11.4685555172343,"P"
"POR-SCTA-1-2019",2019,"Portsmouth","POR-SCTA-1",11:10:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,277,3306,8.10349427838097,"D"
"LES-SCTA-2-2019",2019,"Leslie","LES-SCTA-2",09:35:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,452,7978,8.98444303246535,"I"
"WHI-HEFO-1-2019",2019,"Whippoorwill","WHI-HEFO-1",10:43:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,1019,16787,9.72836005632241,"L"
"LES-SCTA-2-2019",2019,"Leslie","LES-SCTA-2",09:35:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,452,7978,8.98444303246535,"I"
"DUD-SCTA-B-2019",2019,"Dudley","DUD-SCTA-B",15:03:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,445,10249,9.23493541883156,"K"
"PAP-CONU-2-2019",2019,"Holei","PAP-CONU-2",13:28:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,4261,195746,12.1845731794169,"R"
"NOR-CONU-2-2019",2019,"North Fighter","NOR-CONU-2",11:28:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,1981,70687,11.1660169594471,"M"
"AVI-SCTA-2-2019",2019,"Cooper","AVI-SCTA-2",15:00:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,11918,1116182,13.9254244910642,"T"
"NOR-SCTA-3-2019",2019,"North Fighter","NOR-SCTA-3",10:25:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,1981,70687,11.1660169594471,"M"
"COO-CONU-3-2019",2019,"Cooper","COO-CONU-3",10:40:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,11918,1116182,13.9254244910642,"T"
"LES-SCTA-3-2019",2019,"Leslie","LES-SCTA-3",10:51:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,452,7978,8.98444303246535,"I"
"EAS-CONU-1-2019",2019,"Eastern","EAS-CONU-1",14:52:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,4756,132576,11.7949113448771,"Q"
"LES-SCTA-B-2019",2019,"Leslie","LES-SCTA-B",11:45:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,452,7978,8.98444303246535,"I"
"DUD-SCTA-2-2019",2019,"Dudley","DUD-SCTA-2",13:35:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,445,10249,9.23493541883156,"K"
"CAS-CONU-1-2019",2019,"Castor","CAS-CONU-1",13:05:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,242,3386,8.12740456269308,"E"
"LES-SCTA-3-2019",2019,"Leslie","LES-SCTA-3",10:56:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,452,7978,8.98444303246535,"I"
"FER-HEFO-1-2019",2019,"Fern","FER-HEFO-1",10:30:00,"Chrysosoma sp","Heliotropium foertherianum","Chrysosoma sp-Heliotropium foertherianum",1,266,4862,8.48920515487607,"G"
"LES-SCTA-3-2019",2019,"Leslie","LES-SCTA-3",10:51:00,"Chrysosoma sp","Scaevola taccada","Chrysosoma sp-Scaevola taccada",1,452,7978,8.98444303246535,"I"
"EAS-CONU-1-2019",2019,"Eastern","EAS-CONU-1",14:52:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,4756,132576,11.7949113448771,"Q"
"SOU-CONU-1-2019",2019,"South Fighter","SOU-CONU-1",15:05:00,"Chrysosoma sp","Cocos nucifera","Chrysosoma sp-Cocos nucifera",1,2267,95660,11.4685555172343,"P"
